item_id,feature,target,stimulus,state,spans,covered,todo,percent,excluded,max_nesting,cross,conditions,directive,detail,source,generate
TP1594,V,vxmctype_mnemonic,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/V/vext_vm_insts.sail:387,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1595,V,encdec_vxmsfunct6,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/V/vext_vm_insts.sail:401,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1600,V,vxmstype_mnemonic,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/V/vext_vm_insts.sail:451,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1601,V,encdec_vxcmpfunct6,unclassified,unreachable,0,0,0,0.0,16,0,,,read the guard and decide what arranges it,,extensions/V/vext_vm_insts.sail:463,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1612,V,vxcmptype_mnemonic,unclassified,unreachable,0,0,0,0.0,8,0,,,read the guard and decide what arranges it,,extensions/V/vext_vm_insts.sail:522,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1621,V,encdec_vicmpfunct6,unclassified,unreachable,0,0,0,0.0,12,0,,,read the guard and decide what arranges it,,extensions/V/vext_vm_insts.sail:713,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1630,V,vicmptype_mnemonic,unclassified,unreachable,0,0,0,0.0,6,0,,,read the guard and decide what arranges it,,extensions/V/vext_vm_insts.sail:768,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1633,V,vtype_assembly,unclassified,unreachable,0,0,0,0.0,6,0,,,read the guard and decide what arranges it,,extensions/V/vext_vset_insts.sail:51,opcode_sweep.py extensions/V/vext_vset_insts.sail
TP1644,V,assembly,extension_gate,unreachable,0,0,0,0.0,1,0,,,"run with this extension enabled, and again with it disabled",Ext_Zve32x,extensions/V/vext_vset_insts.sail:214,opcode_sweep.py extensions/V/vext_vset_insts.sail
TP1646,Zawrs,encdec_wrsop,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/Zawrs/zawrs_insts.sail:17,opcode_sweep.py extensions/Zawrs/zawrs_insts.sail
TP1647,Zawrs,encdec,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/Zawrs/zawrs_insts.sail:22,opcode_sweep.py extensions/Zawrs/zawrs_insts.sail
TP1649,Zawrs,assembly,extension_gate,unreachable,0,0,0,0.0,2,0,,,"run with this extension enabled, and again with it disabled",Ext_Zawrs,extensions/Zawrs/zawrs_insts.sail:31,opcode_sweep.py extensions/Zawrs/zawrs_insts.sail
TP1651,Zibi,encdec_biop,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/Zibi/zibi_insts.sail:17,opcode_sweep.py extensions/Zibi/zibi_insts.sail
TP1652,Zibi,encdec,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/Zibi/zibi_insts.sail:21,opcode_sweep.py extensions/Zibi/zibi_insts.sail
TP1657,Zibi,bitype_mnemonic,operand_value,unreachable,0,0,0,0.0,2,0,,,vary the operand: the guard discriminates on a specific register or value,,extensions/Zibi/zibi_insts.sail:38,opcode_sweep.py extensions/Zibi/zibi_insts.sail
TP1658,Zibi,assembly,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/Zibi/zibi_insts.sail:43,opcode_sweep.py extensions/Zibi/zibi_insts.sail
TP1660,Zicbom,encdec_cbop,unclassified,unreachable,0,0,0,0.0,6,0,,,read the guard and decide what arranges it,,extensions/Zicbom/zicbom_insts.sail:17,opcode_sweep.py extensions/Zicbom/zicbom_insts.sail
TP1661,Zicbom,encdec,unclassified,unreachable,0,0,0,0.0,3,0,,,read the guard and decide what arranges it,,extensions/Zicbom/zicbom_insts.sail:24,opcode_sweep.py extensions/Zicbom/zicbom_insts.sail
TP1662,Zicbom,cbop_mnemonic,extension_gate,unreachable,0,0,0,0.0,3,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicbom,extensions/Zicbom/zicbom_insts.sail:28,opcode_sweep.py extensions/Zicbom/zicbom_insts.sail
TP1663,Zicbom,assembly,extension_gate,unreachable,0,0,0,0.0,1,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicbom,extensions/Zicbom/zicbom_insts.sail:34,opcode_sweep.py extensions/Zicbom/zicbom_insts.sail
TP1675,Zicbop,encdec_cbop_zicbop,unclassified,unreachable,0,0,0,0.0,6,0,,,read the guard and decide what arranges it,,extensions/Zicbop/zicbop_insts.sail:17,opcode_sweep.py extensions/Zicbop/zicbop_insts.sail
TP1676,Zicbop,encdec,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/Zicbop/zicbop_insts.sail:23,opcode_sweep.py extensions/Zicbop/zicbop_insts.sail
TP1677,Zicbop,prefetch_mnemonic,extension_gate,unreachable,0,0,0,0.0,3,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicbop,extensions/Zicbop/zicbop_insts.sail:28,opcode_sweep.py extensions/Zicbop/zicbop_insts.sail
TP1678,Zicbop,assembly,extension_gate,unreachable,0,0,0,0.0,1,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicbop,extensions/Zicbop/zicbop_insts.sail:34,opcode_sweep.py extensions/Zicbop/zicbop_insts.sail
TP1681,Zicboz,encdec,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/Zicboz/zicboz_insts.sail:18,opcode_sweep.py extensions/Zicboz/zicboz_insts.sail
TP1682,Zicboz,assembly,extension_gate,unreachable,0,0,0,0.0,1,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicboz,extensions/Zicboz/zicboz_insts.sail:22,opcode_sweep.py extensions/Zicboz/zicboz_insts.sail
TP1690,Zicond,encdec_zicondop,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/Zicond/zicond_insts.sail:14,opcode_sweep.py extensions/Zicond/zicond_insts.sail
TP1691,Zicond,encdec,unclassified,unreachable,0,0,0,0.0,3,0,,,read the guard and decide what arranges it,,extensions/Zicond/zicond_insts.sail:20,opcode_sweep.py extensions/Zicond/zicond_insts.sail
TP1692,Zicond,zicond_mnemonic,extension_gate,unreachable,0,0,0,0.0,2,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicond,extensions/Zicond/zicond_insts.sail:24,opcode_sweep.py extensions/Zicond/zicond_insts.sail
TP1693,Zicond,assembly,extension_gate,unreachable,0,0,0,0.0,1,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicond,extensions/Zicond/zicond_insts.sail:29,opcode_sweep.py extensions/Zicond/zicond_insts.sail
TP1699,Zicsr,encdec_csrop,unclassified,unreachable,0,0,0,0.0,6,0,,,read the guard and decide what arranges it,,extensions/Zicsr/zicsr_insts.sail:18,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1700,Zicsr,encdec,unclassified,unreachable,0,0,0,0.0,3,0,,,read the guard and decide what arranges it,,extensions/Zicsr/zicsr_insts.sail:24,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1701,Zicsr,encdec,extension_gate,unreachable,0,0,0,0.0,3,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicsr,extensions/Zicsr/zicsr_insts.sail:28,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1708,Zicsr,csr_mnemonic,unclassified,unreachable,0,0,0,0.0,3,0,,,read the guard and decide what arranges it,,extensions/Zicsr/zicsr_insts.sail:110,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1709,Zicsr,assembly,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/Zicsr/zicsr_insts.sail:116,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1711,Zifencei,encdec,unclassified,unreachable,0,0,0,0.0,3,0,,,read the guard and decide what arranges it,,extensions/Zifencei/zifencei_insts.sail:20,opcode_sweep.py extensions/Zifencei/zifencei_insts.sail
TP1713,Zifencei,assembly,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/Zifencei/zifencei_insts.sail:39,opcode_sweep.py extensions/Zifencei/zifencei_insts.sail
TP1714,Zifencei,assembly,operand_value,unreachable,0,0,0,0.0,2,0,,,vary the operand: the guard discriminates on a specific register or value,==,extensions/Zifencei/zifencei_insts.sail:40,opcode_sweep.py extensions/Zifencei/zifencei_insts.sail
TP1716,Zihintntl,encdec,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/Zihintntl/zihintntl_insts.sail:17,opcode_sweep.py extensions/Zihintntl/zihintntl_insts.sail
TP1718,Zihintntl,assembly,extension_gate,unreachable,0,0,0,0.0,2,0,,,"run with this extension enabled, and again with it disabled",Ext_Zihintntl,extensions/Zihintntl/zihintntl_insts.sail:23,opcode_sweep.py extensions/Zihintntl/zihintntl_insts.sail
TP1719,Zihintntl,encdec_compressed,extension_gate,unreachable,0,0,0,0.0,4,0,,,"run with this extension enabled, and again with it disabled",Ext_Zihintntl,extensions/Zihintntl/zihintntl_insts.sail:31,opcode_sweep.py extensions/Zihintntl/zihintntl_insts.sail
TP1721,Zihintntl,ntl_name,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/Zihintntl/zihintntl_types.sail:12,opcode_sweep.py extensions/Zihintntl/zihintntl_types.sail
TP1722,Zihintntl,encdec_ntl,unclassified,unreachable,0,0,0,0.0,8,0,,,read the guard and decide what arranges it,,extensions/Zihintntl/zihintntl_types.sail:19,opcode_sweep.py extensions/Zihintntl/zihintntl_types.sail
TP1724,Zihintpause,encdec,unclassified,unreachable,0,0,0,0.0,1,0,,,read the guard and decide what arranges it,,extensions/Zihintpause/zihintpause_insts.sail:15,opcode_sweep.py extensions/Zihintpause/zihintpause_insts.sail
TP1726,Zihintpause,assembly,extension_gate,unreachable,0,0,0,0.0,1,0,,,"run with this extension enabled, and again with it disabled",Ext_Zihintpause,extensions/Zihintpause/zihintpause_insts.sail:21,opcode_sweep.py extensions/Zihintpause/zihintpause_insts.sail
TP1741,Zvabd,encdec,unclassified,unreachable,0,0,0,0.0,9,0,,,read the guard and decide what arranges it,,extensions/Zvabd/zvabd_insts.sail:21,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1742,Zvabd,encdec,extension_gate,unreachable,0,0,0,0.0,10,0,,,"run with this extension enabled, and again with it disabled",Ext_Zvabd,extensions/Zvabd/zvabd_insts.sail:22,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1745,Zvabd,assembly,unclassified,unreachable,0,0,0,0.0,3,0,,,read the guard and decide what arranges it,,extensions/Zvabd/zvabd_insts.sail:56,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1746,Zvabd,encdec_zvabd_vabd_func6,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/Zvabd/zvabd_insts.sail:61,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1751,Zvabd,vabd_mnemonic,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/Zvabd/zvabd_insts.sail:107,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1752,Zvabd,encdec_zvabd_vwabda_func6,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/Zvabd/zvabd_insts.sail:117,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1757,Zvabd,vwabda_mnemonic,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/Zvabd/zvabd_insts.sail:179,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1759,bfloat16,encdec,unclassified,unreachable,0,0,0,0.0,18,0,,,read the guard and decide what arranges it,,extensions/bfloat16/zfbfmin_insts.sail:15,opcode_sweep.py extensions/bfloat16/zfbfmin_insts.sail
TP1762,bfloat16,assembly,unclassified,unreachable,0,0,0,0.0,5,0,,,read the guard and decide what arranges it,,extensions/bfloat16/zfbfmin_insts.sail:36,opcode_sweep.py extensions/bfloat16/zfbfmin_insts.sail
TP1765,bfloat16,assembly,extension_gate,unreachable,0,0,0,0.0,1,0,,,"run with this extension enabled, and again with it disabled",Ext_Zfbfmin,extensions/bfloat16/zfbfmin_insts.sail:57,opcode_sweep.py extensions/bfloat16/zfbfmin_insts.sail
TP1770,bfloat16,encdec,extension_gate,unreachable,0,0,0,0.0,8,0,,,"run with this extension enabled, and again with it disabled",Ext_Zvfbfmin,extensions/bfloat16/zvfbfmin_insts.sail:16,opcode_sweep.py extensions/bfloat16/zvfbfmin_insts.sail
TP1779,cfi,encdec,unclassified,unreachable,0,0,0,0.0,7,0,,,read the guard and decide what arranges it,,extensions/cfi/zicfilp_insts.sail:16,opcode_sweep.py extensions/cfi/zicfilp_insts.sail
TP1782,cfi,assembly,unclassified,unreachable,0,0,0,0.0,6,0,,,read the guard and decide what arranges it,,extensions/cfi/zicfilp_insts.sail:34,opcode_sweep.py extensions/cfi/zicfilp_insts.sail
TP1799,cfi,encdec,extension_gate,unreachable,0,0,0,0.0,24,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicfiss,extensions/cfi/zicfiss_insts.sail:19,opcode_sweep.py extensions/cfi/zicfiss_insts.sail
TP1802,cfi,encdec_compressed,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/cfi/zicfiss_insts.sail:58,opcode_sweep.py extensions/cfi/zicfiss_insts.sail
TP1803,cfi,encdec_compressed,extension_gate,unreachable,0,0,0,0.0,8,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicfiss,extensions/cfi/zicfiss_insts.sail:60,opcode_sweep.py extensions/cfi/zicfiss_insts.sail
TP1805,cfi,assembly,extension_gate,unreachable,0,0,0,0.0,3,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicfiss,extensions/cfi/zicfiss_insts.sail:66,opcode_sweep.py extensions/cfi/zicfiss_insts.sail
TP1839,vector_crypto,encdec,unclassified,unreachable,0,0,0,0.0,105,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvbb_insts.sail:15,opcode_sweep.py extensions/vector_crypto/zvbb_insts.sail
TP1840,vector_crypto,encdec,extension_gate,unreachable,0,0,0,0.0,207,0,,,"run with this extension enabled, and again with it disabled",Ext_Zvkb,extensions/vector_crypto/zvbb_insts.sail:16,opcode_sweep.py extensions/vector_crypto/zvbb_insts.sail
TP1841,vector_crypto,assembly,extension_gate,unreachable,0,0,0,0.0,22,0,,,"run with this extension enabled, and again with it disabled",Ext_Zvkb,extensions/vector_crypto/zvbb_insts.sail:19,opcode_sweep.py extensions/vector_crypto/zvbb_insts.sail
TP1909,vector_crypto,assembly,unclassified,unreachable,0,0,0,0.0,13,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvkg_insts.sail:58,opcode_sweep.py extensions/vector_crypto/zvkg_insts.sail
TP1912,vector_crypto,encdec_vaesdf,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvkned_insts.sail:14,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1917,vector_crypto,vaesdf_mnemonic,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvkned_insts.sail:61,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1918,vector_crypto,encdec_vaesdm,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvkned_insts.sail:71,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1923,vector_crypto,vaesdm_mnemonic,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvkned_insts.sail:119,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1924,vector_crypto,encdec_vaesef,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvkned_insts.sail:129,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1929,vector_crypto,vaesef_mnemonic,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvkned_insts.sail:176,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1930,vector_crypto,encdec_vaesem,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvkned_insts.sail:186,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1935,vector_crypto,vaesem_mnemonic,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvkned_insts.sail:234,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1944,vector_crypto,encdec_vsha2,unclassified,unreachable,0,0,0,0.0,4,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvknhab_insts.sail:78,opcode_sweep.py extensions/vector_crypto/zvknhab_insts.sail
TP1945,vector_crypto,vsha2_mnemonic,extension_gate,unreachable,0,0,0,0.0,2,0,,,"run with this extension enabled, and again with it disabled",Ext_Zvknha,extensions/vector_crypto/zvknhab_insts.sail:88,opcode_sweep.py extensions/vector_crypto/zvknhab_insts.sail
TP1952,vector_crypto,vsm4r_mnemonic,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvksed_insts.sail:133,opcode_sweep.py extensions/vector_crypto/zvksed_insts.sail
TP1959,mops,encdec_compressed,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,mops/Zcmop/zcmop_insts.sail:13,opcode_sweep.py mops/Zcmop/zcmop_insts.sail
TP1960,mops,assembly,extension_gate,unreachable,0,0,0,0.0,3,0,,,"run with this extension enabled, and again with it disabled",Ext_Zcmop,mops/Zcmop/zcmop_insts.sail:18,opcode_sweep.py mops/Zcmop/zcmop_insts.sail
TP1962,mops,encdec,unclassified,unreachable,0,0,0,0.0,3,0,,,read the guard and decide what arranges it,,mops/Zimop/zimop_insts.sail:16,opcode_sweep.py mops/Zimop/zimop_insts.sail
TP1963,mops,encdec,extension_gate,unreachable,0,0,0,0.0,3,0,,,"run with this extension enabled, and again with it disabled",Ext_Zimop,mops/Zimop/zimop_insts.sail:21,opcode_sweep.py mops/Zimop/zimop_insts.sail
TP2031,postlude,encdec,unclassified,unreachable,0,0,0,0.0,1,0,,,read the guard and decide what arranges it,,postlude/insts_end.sail:13,opcode_sweep.py postlude/insts_end.sail
TP2033,postlude,assembly,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,postlude/insts_end.sail:17,opcode_sweep.py postlude/insts_end.sail
TP2034,postlude,encdec_compressed,unclassified,unreachable,0,0,0,0.0,1,0,,,read the guard and decide what arranges it,,postlude/insts_end.sail:21,opcode_sweep.py postlude/insts_end.sail
TP2198,sys,atomic_support_str,unclassified,unreachable,0,0,0,0.0,7,0,,,read the guard and decide what arranges it,,sys/pma.sail:45,opcode_sweep.py sys/pma.sail
TP2200,sys,reservability_str,unclassified,unreachable,0,0,0,0.0,3,0,,,read the guard and decide what arranges it,,sys/pma.sail:69,opcode_sweep.py sys/pma.sail
TP2201,sys,memory_region_type_str,unclassified,unreachable,0,0,0,0.0,2,0,,,read the guard and decide what arranges it,,sys/pma.sail:77,opcode_sweep.py sys/pma.sail
TP1728,Zihpm,csr_name_map,naming_mapping,out of reach,145,2,143,1.4,0,0,,,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,extensions/Zihpm/zihpm.sail:13,opcode_sweep.py extensions/Zihpm/zihpm.sail
TP1993,pmp,csr_name_map,naming_mapping,out of reach,80,3,77,3.8,0,0,,,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,pmp/pmp_regs.sail:170,opcode_sweep.py pmp/pmp_regs.sail
TP0856,Stateen,csr_name_map,naming_mapping,out of reach,20,2,18,10.0,0,0,,,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,extensions/Stateen/stateen_csrs.sail:9,opcode_sweep.py extensions/Stateen/stateen_csrs.sail
TP0183,core,privLevel_bits,hypervisor,out of reach,6,2,4,33.3,0,0,,,out of reach: Hypervisor is not implemented in this model,,core/types.sail:77,opcode_sweep.py core/types.sail
TP0046,core,csr_name_map,naming_mapping,out of reach,34,12,22,35.3,0,0,,,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,core/interrupt_regs.sail:117,opcode_sweep.py core/interrupt_regs.sail
TP0835,Smcntrpmf,csr_name_map,naming_mapping,out of reach,4,2,2,50.0,0,0,,,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,extensions/Smcntrpmf/smcntrpmf.sail:26,opcode_sweep.py extensions/Smcntrpmf/smcntrpmf.sail
TP0849,Sstc,csr_name_map,naming_mapping,out of reach,2,1,1,50.0,0,0,,,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,extensions/Sstc/sstc.sail:9,opcode_sweep.py extensions/Sstc/sstc.sail
TP2003,postlude,is_CSR_accessible,hypervisor,out of reach,7,5,2,71.4,0,2,yes,"match (csr, priv, access_type) AND (match priv",out of reach: Hypervisor is not implemented in this model,,postlude/csr_end.sail:225,opcode_sweep.py postlude/csr_end.sail
TP0215,core,accessType_to_str,diagnostic_string,out of reach,9,7,2,77.8,0,1,,match access,"out of reach in normal execution: renders a value as text for tracing, not architectural behaviour",accessType_to_str(),core/vmem_types.sail:56,opcode_sweep.py core/vmem_types.sail
TP2233,sys,check_CSR_result,hypervisor,out of reach,6,5,1,83.3,0,0,,,out of reach: Hypervisor is not implemented in this model,,sys/sys_control.sail:63,opcode_sweep.py sys/sys_control.sail
TP0097,core,wX,unclassified,complete,39,39,0,100.0,0,1,,match r,read the guard and decide what arranges it,,core/regs.sail:193,opcode_sweep.py core/regs.sail
TP1524,V,valid_narrowing_fp_conversion,extension_gate,complete,39,39,0,100.0,0,1,,match cvt,"run with this extension enabled, and again with it disabled",Ext_Zvfhmin,extensions/V/vext_utils_insts.sail:250,opcode_sweep.py extensions/V/vext_utils_insts.sail
TP0905,V,VVTYPE,instruction,complete,38,38,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,VVTYPE body,extensions/V/vext_arith_insts.sail:48,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1522,V,valid_widening_fp_conversion,extension_gate,complete,36,36,0,100.0,0,1,,match cvt,"run with this extension enabled, and again with it disabled",Ext_Zvfhmin,extensions/V/vext_utils_insts.sail:236,opcode_sweep.py extensions/V/vext_utils_insts.sail
TP0096,core,rX,unclassified,complete,34,34,0,100.0,0,1,,match r,read the guard and decide what arranges it,,core/regs.sail:153,opcode_sweep.py core/regs.sail
TP0450,FD,wF,unclassified,complete,34,34,0,100.0,0,1,,match r,read the guard and decide what arranges it,,extensions/FD/fdext_regs.sail:166,opcode_sweep.py extensions/FD/fdext_regs.sail
TP1039,V,MVVTYPE,instruction,complete,18,18,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,MVVTYPE body,extensions/V/vext_arith_insts.sail:1440,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1055,V,MVVMATYPE,instruction,complete,18,18,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,MVVMATYPE body,extensions/V/vext_arith_insts.sail:1565,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1103,V,MVXTYPE,instruction,complete,18,18,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,MVXTYPE body,extensions/V/vext_arith_insts.sail:2046,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1168,V,FVVTYPE,instruction,complete,18,18,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,FVVTYPE body,extensions/V/vext_fp_insts.sail:36,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1181,V,FVVMATYPE,instruction,complete,18,18,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,FVVMATYPE body,extensions/V/vext_fp_insts.sail:121,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1193,V,FWVVTYPE,instruction,complete,18,18,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,FWVVTYPE body,extensions/V/vext_fp_insts.sail:197,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1200,V,FWVVMATYPE,instruction,complete,18,18,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,FWVVMATYPE body,extensions/V/vext_fp_insts.sail:269,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1208,V,FWVTYPE,instruction,complete,18,18,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,FWVTYPE body,extensions/V/vext_fp_insts.sail:340,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1257,V,FVFTYPE,instruction,complete,18,18,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,FVFTYPE body,extensions/V/vext_fp_insts.sail:948,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP0985,V,VXSG,instruction,complete,17,17,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,VXSG body,extensions/V/vext_arith_insts.sail:758,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1024,V,VISG,instruction,complete,17,17,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,VISG body,extensions/V/vext_arith_insts.sail:1189,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1874,vector_crypto,VCLMUL_VV,instruction,complete,17,17,0,100.0,0,0,,,generate any legal form of this instruction,VCLMUL_VV body,extensions/vector_crypto/zvbc_insts.sail:21,opcode_sweep.py extensions/vector_crypto/zvbc_insts.sail
TP1878,vector_crypto,VCLMULH_VV,instruction,complete,17,17,0,100.0,0,0,,,generate any legal form of this instruction,VCLMULH_VV body,extensions/vector_crypto/zvbc_insts.sail:111,opcode_sweep.py extensions/vector_crypto/zvbc_insts.sail
TP0436,FD,currentlyEnabled,csr_field,complete,16,16,0,100.0,0,0,,,preload this CSR field before the instruction under test,mstatus,extensions/FD/fdext_control.sail:18,opcode_sweep.py extensions/FD/fdext_control.sail
TP0933,V,NVSTYPE,instruction,complete,16,16,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,NVSTYPE body,extensions/V/vext_arith_insts.sail:220,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP0939,V,NVTYPE,instruction,complete,16,16,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,NVTYPE body,extensions/V/vext_arith_insts.sail:295,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1063,V,WVVTYPE,instruction,complete,16,16,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,WVVTYPE body,extensions/V/vext_arith_insts.sail:1633,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1074,V,WVTYPE,instruction,complete,16,16,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,WVTYPE body,extensions/V/vext_arith_insts.sail:1711,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1082,V,WMVVTYPE,instruction,complete,16,16,0,100.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,WMVVTYPE body,extensions/V/vext_arith_insts.sail:1783,opcode_sweep.py extensions/V/vext_arith_insts.sail
