target_id,category,feature,target,required_mode,required_configuration,observable_result,source
T01053,csr,Sscofpmf,mhpmevent30h (0x73E),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:39
T01054,csr,Sscofpmf,mhpmevent31h (0x73F),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:40
T01055,csr,core,mseccfg (0x747),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:334
T01056,csr,core,mseccfgh (0x757),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:335
T01057,csr,core,tselect (0x7a0),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:838
T01058,csr,core,tdata1 (0x7a1),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:839
T01059,csr,core,tdata2 (0x7a2),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:840
T01060,csr,core,tdata3 (0x7a3),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:841
T01061,csr,Zicntr,mcycle (0xB00),Machine,Zicntr,CSR read/write result or illegal-instruction trap,extensions/Zicntr/zicntr_control.sail:34
T01062,csr,Zicntr,minstret (0xB02),Machine,Zicntr,CSR read/write result or illegal-instruction trap,extensions/Zicntr/zicntr_control.sail:35
T01063,csr,Zihpm,mhpmcounter3 (0xB03),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:105
T01064,csr,Zihpm,mhpmcounter4 (0xB04),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:106
T01065,csr,Zihpm,mhpmcounter5 (0xB05),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:107
T01066,csr,Zihpm,mhpmcounter6 (0xB06),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:108
T01067,csr,Zihpm,mhpmcounter7 (0xB07),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:109
T01068,csr,Zihpm,mhpmcounter8 (0xB08),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:110
T01069,csr,Zihpm,mhpmcounter9 (0xB09),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:111
T01070,csr,Zihpm,mhpmcounter10 (0xB0A),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:112
T01071,csr,Zihpm,mhpmcounter11 (0xB0B),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:113
T01072,csr,Zihpm,mhpmcounter12 (0xB0C),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:114
T01073,csr,Zihpm,mhpmcounter13 (0xB0D),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:115
T01074,csr,Zihpm,mhpmcounter14 (0xB0E),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:116
T01075,csr,Zihpm,mhpmcounter15 (0xB0F),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:117
T01076,csr,Zihpm,mhpmcounter16 (0xB10),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:118
T01077,csr,Zihpm,mhpmcounter17 (0xB11),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:119
T01078,csr,Zihpm,mhpmcounter18 (0xB12),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:120
T01079,csr,Zihpm,mhpmcounter19 (0xB13),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:121
T01080,csr,Zihpm,mhpmcounter20 (0xB14),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:122
T01081,csr,Zihpm,mhpmcounter21 (0xB15),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:123
T01082,csr,Zihpm,mhpmcounter22 (0xB16),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:124
T01083,csr,Zihpm,mhpmcounter23 (0xB17),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:125
T01084,csr,Zihpm,mhpmcounter24 (0xB18),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:126
T01085,csr,Zihpm,mhpmcounter25 (0xB19),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:127
T01086,csr,Zihpm,mhpmcounter26 (0xB1A),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:128
T01087,csr,Zihpm,mhpmcounter27 (0xB1B),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:129
T01088,csr,Zihpm,mhpmcounter28 (0xB1C),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:130
T01089,csr,Zihpm,mhpmcounter29 (0xB1D),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:131
T01090,csr,Zihpm,mhpmcounter30 (0xB1E),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:132
T01091,csr,Zihpm,mhpmcounter31 (0xB1F),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:133
T01092,csr,Zicntr,mcycleh (0xB80),Machine,Zicntr,CSR read/write result or illegal-instruction trap,extensions/Zicntr/zicntr_control.sail:36
T01093,csr,Zicntr,minstreth (0xB82),Machine,Zicntr,CSR read/write result or illegal-instruction trap,extensions/Zicntr/zicntr_control.sail:37
T01094,csr,Zihpm,mhpmcounter3h (0xB83),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:135
T01095,csr,Zihpm,mhpmcounter4h (0xB84),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:136
T01096,csr,Zihpm,mhpmcounter5h (0xB85),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:137
T01097,csr,Zihpm,mhpmcounter6h (0xB86),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:138
T01098,csr,Zihpm,mhpmcounter7h (0xB87),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:139
T01099,csr,Zihpm,mhpmcounter8h (0xB88),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:140
T01100,csr,Zihpm,mhpmcounter9h (0xB89),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:141
T01101,csr,Zihpm,mhpmcounter10h (0xB8A),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:142
T01102,csr,Zihpm,mhpmcounter11h (0xB8B),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:143
T01103,csr,Zihpm,mhpmcounter12h (0xB8C),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:144
T01104,csr,Zihpm,mhpmcounter13h (0xB8D),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:145
T01105,csr,Zihpm,mhpmcounter14h (0xB8E),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:146
T01106,csr,Zihpm,mhpmcounter15h (0xB8F),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:147
T01107,csr,Zihpm,mhpmcounter16h (0xB90),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:148
T01108,csr,Zihpm,mhpmcounter17h (0xB91),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:149
T01109,csr,Zihpm,mhpmcounter18h (0xB92),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:150
T01110,csr,Zihpm,mhpmcounter19h (0xB93),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:151
T01111,csr,Zihpm,mhpmcounter20h (0xB94),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:152
T01112,csr,Zihpm,mhpmcounter21h (0xB95),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:153
T01113,csr,Zihpm,mhpmcounter22h (0xB96),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:154
T01114,csr,Zihpm,mhpmcounter23h (0xB97),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:155
T01115,csr,Zihpm,mhpmcounter24h (0xB98),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:156
T01116,csr,Zihpm,mhpmcounter25h (0xB99),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:157
T01117,csr,Zihpm,mhpmcounter26h (0xB9A),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:158
T01118,csr,Zihpm,mhpmcounter27h (0xB9B),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:159
T01119,csr,Zihpm,mhpmcounter28h (0xB9C),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:160
T01120,csr,Zihpm,mhpmcounter29h (0xB9D),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:161
T01121,csr,Zihpm,mhpmcounter30h (0xB9E),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:162
T01122,csr,Zihpm,mhpmcounter31h (0xB9F),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:163
T01123,csr,Zicntr,cycle (0xC00),User,Zicntr,CSR read/write result or illegal-instruction trap,extensions/Zicntr/zicntr_control.sail:11
T01124,csr,Zicntr,time (0xC01),User,Zicntr,CSR read/write result or illegal-instruction trap,extensions/Zicntr/zicntr_control.sail:12
T01125,csr,Zicntr,instret (0xC02),User,Zicntr,CSR read/write result or illegal-instruction trap,extensions/Zicntr/zicntr_control.sail:13
T01126,csr,Zihpm,hpmcounter3 (0xC03),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:13
T01127,csr,Zihpm,hpmcounter4 (0xC04),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:14
T01128,csr,Zihpm,hpmcounter5 (0xC05),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:15
T01129,csr,Zihpm,hpmcounter6 (0xC06),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:16
T01130,csr,Zihpm,hpmcounter7 (0xC07),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:17
T01131,csr,Zihpm,hpmcounter8 (0xC08),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:18
T01132,csr,Zihpm,hpmcounter9 (0xC09),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:19
T01133,csr,Zihpm,hpmcounter10 (0xC0A),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:20
T01134,csr,Zihpm,hpmcounter11 (0xC0B),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:21
T01135,csr,Zihpm,hpmcounter12 (0xC0C),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:22
T01136,csr,Zihpm,hpmcounter13 (0xC0D),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:23
T01137,csr,Zihpm,hpmcounter14 (0xC0E),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:24
T01138,csr,Zihpm,hpmcounter15 (0xC0F),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:25
T01139,csr,Zihpm,hpmcounter16 (0xC10),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:26
T01140,csr,Zihpm,hpmcounter17 (0xC11),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:27
T01141,csr,Zihpm,hpmcounter18 (0xC12),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:28
T01142,csr,Zihpm,hpmcounter19 (0xC13),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:29
T01143,csr,Zihpm,hpmcounter20 (0xC14),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:30
T01144,csr,Zihpm,hpmcounter21 (0xC15),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:31
T01145,csr,Zihpm,hpmcounter22 (0xC16),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:32
T01146,csr,Zihpm,hpmcounter23 (0xC17),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:33
T01147,csr,Zihpm,hpmcounter24 (0xC18),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:34
T01148,csr,Zihpm,hpmcounter25 (0xC19),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:35
T01149,csr,Zihpm,hpmcounter26 (0xC1A),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:36
T01150,csr,Zihpm,hpmcounter27 (0xC1B),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:37
T01151,csr,Zihpm,hpmcounter28 (0xC1C),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:38
T01152,csr,Zihpm,hpmcounter29 (0xC1D),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:39
T01153,csr,Zihpm,hpmcounter30 (0xC1E),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:40
T01154,csr,Zihpm,hpmcounter31 (0xC1F),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:41
T01155,csr,V,vl (0xC20),User,V,CSR read/write result or illegal-instruction trap,extensions/V/vext_regs.sail:306
T01156,csr,V,vtype (0xC21),User,V,CSR read/write result or illegal-instruction trap,extensions/V/vext_regs.sail:307
T01157,csr,V,vlenb (0xC22),User,V,CSR read/write result or illegal-instruction trap,extensions/V/vext_regs.sail:308
T01158,csr,Zicntr,cycleh (0xC80),User,Zicntr,CSR read/write result or illegal-instruction trap,extensions/Zicntr/zicntr_control.sail:14
T01159,csr,Zicntr,timeh (0xC81),User,Zicntr,CSR read/write result or illegal-instruction trap,extensions/Zicntr/zicntr_control.sail:15
T01160,csr,Zicntr,instreth (0xC82),User,Zicntr,CSR read/write result or illegal-instruction trap,extensions/Zicntr/zicntr_control.sail:16
T01161,csr,Zihpm,hpmcounter3h (0xC83),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:43
T01162,csr,Zihpm,hpmcounter4h (0xC84),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:44
T01163,csr,Zihpm,hpmcounter5h (0xC85),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:45
T01164,csr,Zihpm,hpmcounter6h (0xC86),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:46
T01165,csr,Zihpm,hpmcounter7h (0xC87),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:47
T01166,csr,Zihpm,hpmcounter8h (0xC88),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:48
T01167,csr,Zihpm,hpmcounter9h (0xC89),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:49
T01168,csr,Zihpm,hpmcounter10h (0xC8A),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:50
T01169,csr,Zihpm,hpmcounter11h (0xC8B),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:51
T01170,csr,Zihpm,hpmcounter12h (0xC8C),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:52
T01171,csr,Zihpm,hpmcounter13h (0xC8D),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:53
T01172,csr,Zihpm,hpmcounter14h (0xC8E),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:54
T01173,csr,Zihpm,hpmcounter15h (0xC8F),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:55
T01174,csr,Zihpm,hpmcounter16h (0xC90),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:56
T01175,csr,Zihpm,hpmcounter17h (0xC91),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:57
T01176,csr,Zihpm,hpmcounter18h (0xC92),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:58
T01177,csr,Zihpm,hpmcounter19h (0xC93),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:59
T01178,csr,Zihpm,hpmcounter20h (0xC94),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:60
T01179,csr,Zihpm,hpmcounter21h (0xC95),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:61
T01180,csr,Zihpm,hpmcounter22h (0xC96),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:62
T01181,csr,Zihpm,hpmcounter23h (0xC97),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:63
T01182,csr,Zihpm,hpmcounter24h (0xC98),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:64
T01183,csr,Zihpm,hpmcounter25h (0xC99),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:65
T01184,csr,Zihpm,hpmcounter26h (0xC9A),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:66
T01185,csr,Zihpm,hpmcounter27h (0xC9B),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:67
T01186,csr,Zihpm,hpmcounter28h (0xC9C),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:68
T01187,csr,Zihpm,hpmcounter29h (0xC9D),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:69
T01188,csr,Zihpm,hpmcounter30h (0xC9E),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:70
T01189,csr,Zihpm,hpmcounter31h (0xC9F),User,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:71
T01190,csr,Sscofpmf,scountovf (0xDA0),Supervisor,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:42
T01191,csr,core,mvendorid (0xF11),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:676
T01192,csr,core,marchid (0xF12),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:677
T01193,csr,core,mimpid (0xF13),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:678
T01194,csr,core,mhartid (0xF14),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:679
T01195,csr,core,mconfigptr (0xF15),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:680
T01196,exception,trap handling,E_Fetch_Addr_Align,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:209
T01197,exception,trap handling,E_Fetch_Access_Fault,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:210
T01198,exception,trap handling,E_Illegal_Instr,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:211
T01199,exception,trap handling,E_Load_Addr_Align,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:213
T01200,exception,trap handling,E_Load_Access_Fault,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:214
T01201,exception,trap handling,E_SAMO_Addr_Align,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:215
T01202,exception,trap handling,E_SAMO_Access_Fault,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:216
T01203,exception,trap handling,E_U_EnvCall,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:217
T01204,exception,trap handling,E_S_EnvCall,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:218
T01205,exception,trap handling,E_VS_EnvCall,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:219
T01206,exception,trap handling,E_M_EnvCall,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:220
T01207,exception,trap handling,E_Fetch_Page_Fault,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:221
T01208,exception,trap handling,E_Load_Page_Fault,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:222
T01209,exception,trap handling,E_SAMO_Page_Fault,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:224
T01210,exception,trap handling,E_Software_Check,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:227
T01211,exception,trap handling,E_Fetch_GPage_Fault,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:229
T01212,exception,trap handling,E_Load_GPage_Fault,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:230
T01213,exception,trap handling,E_Virtual_Instr,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:231
T01214,exception,trap handling,E_SAMO_GPage_Fault,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:232
T01215,exception,trap handling,E_Breakpoint,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:212
T01216,exception,trap handling,E_Extension,Not directly derivable from Sail,base,xcause/xepc/xtval after trap,core/types.sail:235
T01217,interrupt,interrupt handling,I_S_Software,Not directly derivable from Sail,base,xcause with interrupt bit set; mode of delivery,core/types.sail:150
T01218,interrupt,interrupt handling,I_VS_Software,Not directly derivable from Sail,base,xcause with interrupt bit set; mode of delivery,core/types.sail:150
T01219,interrupt,interrupt handling,I_M_Software,Not directly derivable from Sail,base,xcause with interrupt bit set; mode of delivery,core/types.sail:150
T01220,interrupt,interrupt handling,I_S_Timer,Not directly derivable from Sail,base,xcause with interrupt bit set; mode of delivery,core/types.sail:150
T01221,interrupt,interrupt handling,I_VS_Timer,Not directly derivable from Sail,base,xcause with interrupt bit set; mode of delivery,core/types.sail:150
T01222,interrupt,interrupt handling,I_M_Timer,Not directly derivable from Sail,base,xcause with interrupt bit set; mode of delivery,core/types.sail:150
T01223,interrupt,interrupt handling,I_S_External,Not directly derivable from Sail,base,xcause with interrupt bit set; mode of delivery,core/types.sail:150
T01224,interrupt,interrupt handling,I_VS_External,Not directly derivable from Sail,base,xcause with interrupt bit set; mode of delivery,core/types.sail:150
T01225,interrupt,interrupt handling,I_M_External,Not directly derivable from Sail,base,xcause with interrupt bit set; mode of delivery,core/types.sail:150
T01226,interrupt,interrupt handling,I_SG_External,Not directly derivable from Sail,base,xcause with interrupt bit set; mode of delivery,core/types.sail:150
T01227,interrupt,interrupt handling,I_COF,Not directly derivable from Sail,base,xcause with interrupt bit set; mode of delivery,core/types.sail:150
T01228,privilege_mode,privilege,User,User,base,current privilege after entry/return,core/types.sail:71
T01229,privilege_mode,privilege,VirtualUser,VirtualUser,base,current privilege after entry/return,core/types.sail:71
T01230,privilege_mode,privilege,Supervisor,Supervisor,base,current privilege after entry/return,core/types.sail:71
T01231,privilege_mode,privilege,VirtualSupervisor,VirtualSupervisor,base,current privilege after entry/return,core/types.sail:71
T01232,privilege_mode,privilege,Machine,Machine,base,current privilege after entry/return,core/types.sail:71
T01233,translation_mode,virtual memory,Bare,Supervisor,satp mode Bare,translated access or page fault,core/types.sail:388
T01234,translation_mode,virtual memory,Sv32,Supervisor,satp mode Sv32,translated access or page fault,core/types.sail:388
T01235,translation_mode,virtual memory,Sv39,Supervisor,satp mode Sv39,translated access or page fault,core/types.sail:388
T01236,translation_mode,virtual memory,Sv48,Supervisor,satp mode Sv48,translated access or page fault,core/types.sail:388
T01237,translation_mode,virtual memory,Sv57,Supervisor,satp mode Sv57,translated access or page fault,core/types.sail:388
T01238,pmp,physical memory protection,sys_pmp_count,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:12
T01239,pmp,physical memory protection,sys_pmp_usable_count,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:17
T01240,pmp,physical memory protection,sys_pmp_grain,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:21
T01241,pmp,physical memory protection,Pmpcfg_ent,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:34
T01242,pmp,physical memory protection,pmpcfg_n,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:44
T01243,pmp,physical memory protection,pmpaddr_n,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:45
T01244,pmp,physical memory protection,Pmpcfg_ent.L,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:36
T01245,pmp,physical memory protection,Pmpcfg_ent.A,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:37
T01246,pmp,physical memory protection,Pmpcfg_ent.X,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:40
T01247,pmp,physical memory protection,Pmpcfg_ent.W,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:41
T01248,pmp,physical memory protection,Pmpcfg_ent.R,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:42
T01249,pmp,physical memory protection,PmpAddrMatchType.OFF,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:25
T01250,pmp,physical memory protection,PmpAddrMatchType.TOR,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:25
T01251,pmp,physical memory protection,PmpAddrMatchType.NA4,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:25
T01252,pmp,physical memory protection,PmpAddrMatchType.NAPOT,Machine,base,access permitted or access fault,pmp/pmp_regs.sail:25
T01253,pmp,physical memory protection,pmpAddrMatch.PMP_NoMatch,Machine,base,access permitted or access fault,pmp/pmp_control.sail:54
T01254,pmp,physical memory protection,pmpAddrMatch.PMP_PartialMatch,Machine,base,access permitted or access fault,pmp/pmp_control.sail:54
