target_id,category,feature,target,required_mode,required_configuration,observable_result,source
T00407,instruction,FD,F_UN_RM_FF_TYPE_H#25,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00408,instruction,FD,F_UN_RM_FF_TYPE_H#26,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00409,instruction,FD,F_UN_RM_FF_TYPE_H#27,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00410,instruction,FD,F_UN_RM_FF_TYPE_H#28,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00411,instruction,FD,F_UN_RM_FF_TYPE_H#29,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00412,instruction,FD,F_UN_RM_FX_TYPE_H#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:485
T00413,instruction,FD,F_UN_RM_FX_TYPE_H#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:485
T00414,instruction,FD,F_UN_RM_FX_TYPE_H#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:485
T00415,instruction,FD,F_UN_RM_FX_TYPE_H#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:485
T00416,instruction,FD,F_UN_RM_FX_TYPE_H#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:485
T00417,instruction,FD,F_UN_RM_FX_TYPE_H#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:485
T00418,instruction,FD,F_UN_RM_XF_TYPE_H#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:486
T00419,instruction,FD,F_UN_RM_XF_TYPE_H#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:486
T00420,instruction,FD,F_UN_RM_XF_TYPE_H#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:486
T00421,instruction,FD,F_UN_RM_XF_TYPE_H#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:486
T00422,instruction,FD,F_UN_RM_XF_TYPE_H#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:486
T00423,instruction,FD,F_UN_RM_XF_TYPE_H#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:486
T00424,instruction,FD,F_UN_F_TYPE_H,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:793
T00425,instruction,FD,F_UN_X_TYPE_H#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:794
T00426,instruction,FD,F_UN_X_TYPE_H#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:794
T00427,instruction,I,UTYPE#0,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:16
T00428,instruction,I,UTYPE#1,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:16
T00429,instruction,I,JAL,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:70
T00430,instruction,I,JALR,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:89
T00431,instruction,I,BTYPE#0,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:101
T00432,instruction,I,BTYPE#1,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:101
T00433,instruction,I,BTYPE#2,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:101
T00434,instruction,I,BTYPE#3,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:101
T00435,instruction,I,BTYPE#4,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:101
T00436,instruction,I,BTYPE#5,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:101
T00437,instruction,I,ITYPE#0,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:143
T00438,instruction,I,ITYPE#1,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:143
T00439,instruction,I,ITYPE#2,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:143
T00440,instruction,I,ITYPE#3,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:143
T00441,instruction,I,ITYPE#4,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:143
T00442,instruction,I,ITYPE#5,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:143
T00443,instruction,I,SHIFTIOP#0,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:184
T00444,instruction,I,SHIFTIOP#1,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:184
T00445,instruction,I,SHIFTIOP#2,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:184
T00446,instruction,I,RTYPE,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:223
T00447,instruction,I,LOAD,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:270
T00448,instruction,I,STORE,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:309
T00449,instruction,I,ADDIW,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:337
T00450,instruction,I,RTYPEW#0,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:355
T00451,instruction,I,RTYPEW#1,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:355
T00452,instruction,I,RTYPEW#2,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:355
T00453,instruction,I,RTYPEW#3,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:355
T00454,instruction,I,RTYPEW#4,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:355
T00455,instruction,I,SHIFTIWOP#0,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:401
T00456,instruction,I,SHIFTIWOP#1,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:401
T00457,instruction,I,SHIFTIWOP#2,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:401
T00458,instruction,I,FENCE_TSO,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:436
T00459,instruction,I,FENCE,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:450
T00460,instruction,I,ECALL,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:536
T00461,instruction,I,MRET,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:560
T00462,instruction,I,SRET,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:597
T00463,instruction,I,EBREAK,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:642
T00464,instruction,I,WFI,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:653
T00465,instruction,I,SFENCE_VMA,Not directly derivable from Sail,I,architectural state after retire or trap,extensions/I/base_insts.sail:672
T00466,instruction,K,ZBKB_RTYPE#0,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zbkb_insts.sail:10
T00467,instruction,K,ZBKB_RTYPE#1,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zbkb_insts.sail:10
T00468,instruction,K,ZBKB_PACKW,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zbkb_insts.sail:43
T00469,instruction,K,ZIP,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zbkb_insts.sail:63
T00470,instruction,K,UNZIP,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zbkb_insts.sail:86
T00471,instruction,K,BREV8,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zbkb_insts.sail:109
T00472,instruction,K,XPERM8,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zbkx_insts.sail:12
T00473,instruction,K,XPERM4,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zbkx_insts.sail:37
T00474,instruction,K,SHA256SIG0,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:15
T00475,instruction,K,SHA256SIG1,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:16
T00476,instruction,K,SHA256SUM0,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:17
T00477,instruction,K,SHA256SUM1,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:18
T00478,instruction,K,AES32ESMI,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:85
T00479,instruction,K,AES32ESI,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:105
T00480,instruction,K,AES32DSMI,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:129
T00481,instruction,K,AES32DSI,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:149
T00482,instruction,K,SHA512SIG0L,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:171
T00483,instruction,K,SHA512SIG0H,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:172
T00484,instruction,K,SHA512SIG1L,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:173
T00485,instruction,K,SHA512SIG1H,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:174
T00486,instruction,K,SHA512SUM0R,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:175
T00487,instruction,K,SHA512SUM1R,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:176
T00488,instruction,K,AES64KS1I,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:265
T00489,instruction,K,AES64KS2,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:266
T00490,instruction,K,AES64IM,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:267
T00491,instruction,K,AES64ESM,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:268
T00492,instruction,K,AES64ES,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:269
T00493,instruction,K,AES64DSM,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:270
T00494,instruction,K,AES64DS,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:271
T00495,instruction,K,SHA512SIG0,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:395
T00496,instruction,K,SHA512SIG1,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:396
T00497,instruction,K,SHA512SUM0,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:397
T00498,instruction,K,SHA512SUM1,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zkn_insts.sail:398
T00499,instruction,K,SM3P0,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zks_insts.sail:14
T00500,instruction,K,SM3P1,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zks_insts.sail:15
T00501,instruction,K,SM4ED,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zks_insts.sail:52
T00502,instruction,K,SM4KS,Not directly derivable from Sail,K,architectural state after retire or trap,extensions/K/zks_insts.sail:53
T00503,instruction,M,MUL,Not directly derivable from Sail,M,architectural state after retire or trap,extensions/M/mext_insts.sail:16
T00504,instruction,M,DIV,Not directly derivable from Sail,M,architectural state after retire or trap,extensions/M/mext_insts.sail:47
T00505,instruction,M,REM,Not directly derivable from Sail,M,architectural state after retire or trap,extensions/M/mext_insts.sail:70
T00506,instruction,M,MULW,Not directly derivable from Sail,M,architectural state after retire or trap,extensions/M/mext_insts.sail:92
T00507,instruction,M,DIVW,Not directly derivable from Sail,M,architectural state after retire or trap,extensions/M/mext_insts.sail:114
T00508,instruction,M,REMW,Not directly derivable from Sail,M,architectural state after retire or trap,extensions/M/mext_insts.sail:138
T00509,instruction,Svinval,SINVAL_VMA,Not directly derivable from Sail,Svinval,architectural state after retire or trap,extensions/Svinval/svinval_insts.sail:11
T00510,instruction,Svinval,SFENCE_W_INVAL,Not directly derivable from Sail,Svinval,architectural state after retire or trap,extensions/Svinval/svinval_insts.sail:26
T00511,instruction,Svinval,SFENCE_INVAL_IR,Not directly derivable from Sail,Svinval,architectural state after retire or trap,extensions/Svinval/svinval_insts.sail:44
T00512,instruction,V,VVTYPE,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:17
T00513,instruction,V,NVSTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:208
T00514,instruction,V,NVSTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:208
T00515,instruction,V,NVTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:283
T00516,instruction,V,NVTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:283
T00517,instruction,V,MASKTYPEV,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:358
T00518,instruction,V,MOVETYPEV,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:415
T00519,instruction,V,VXTYPE,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:455
T00520,instruction,V,NXSTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:598
T00521,instruction,V,NXSTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:598
T00522,instruction,V,NXTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:671
T00523,instruction,V,NXTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:671
T00524,instruction,V,VXSG#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:745
T00525,instruction,V,VXSG#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:745
T00526,instruction,V,VXSG#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:745
T00527,instruction,V,MASKTYPEX,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:829
T00528,instruction,V,MOVETYPEX,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:884
T00529,instruction,V,VITYPE,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:921
T00530,instruction,V,NISTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1029
T00531,instruction,V,NISTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1029
T00532,instruction,V,NITYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1102
T00533,instruction,V,NITYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1102
T00534,instruction,V,VISG#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1176
T00535,instruction,V,VISG#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1176
T00536,instruction,V,VISG#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1176
T00537,instruction,V,MASKTYPEI,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1259
T00538,instruction,V,MOVETYPEI,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1314
T00539,instruction,V,VMVRTYPE,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1351
T00540,instruction,V,MVVTYPE,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1418
T00541,instruction,V,MVVMATYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1551
T00542,instruction,V,MVVMATYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1551
T00543,instruction,V,MVVMATYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1551
T00544,instruction,V,MVVMATYPE#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1551
T00545,instruction,V,WVVTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1617
T00546,instruction,V,WVVTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1617
T00547,instruction,V,WVVTYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1617
T00548,instruction,V,WVVTYPE#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1617
T00549,instruction,V,WVVTYPE#4,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1617
T00550,instruction,V,WVVTYPE#5,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1617
T00551,instruction,V,WVVTYPE#6,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1617
T00552,instruction,V,WVTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1697
T00553,instruction,V,WVTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1697
T00554,instruction,V,WVTYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1697
T00555,instruction,V,WVTYPE#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1697
T00556,instruction,V,WMVVTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1770
T00557,instruction,V,WMVVTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1770
T00558,instruction,V,WMVVTYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1770
T00559,instruction,V,VEXTTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1840
T00560,instruction,V,VEXTTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1840
T00561,instruction,V,VEXTTYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1840
T00562,instruction,V,VEXTTYPE#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1840
T00563,instruction,V,VEXTTYPE#4,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1840
T00564,instruction,V,VEXTTYPE#5,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1840
T00565,instruction,V,VMVXS,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1922
T00566,instruction,V,MVVCOMPRESS,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:1959
T00567,instruction,V,MVXTYPE,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2021
T00568,instruction,V,MVXMATYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2168
T00569,instruction,V,MVXMATYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2168
T00570,instruction,V,MVXMATYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2168
T00571,instruction,V,MVXMATYPE#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2168
T00572,instruction,V,WVXTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2232
T00573,instruction,V,WVXTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2232
T00574,instruction,V,WVXTYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2232
T00575,instruction,V,WVXTYPE#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2232
T00576,instruction,V,WVXTYPE#4,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2232
T00577,instruction,V,WVXTYPE#5,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2232
T00578,instruction,V,WVXTYPE#6,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2232
T00579,instruction,V,WXTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2311
T00580,instruction,V,WXTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2311
T00581,instruction,V,WXTYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2311
T00582,instruction,V,WXTYPE#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2311
T00583,instruction,V,WMVXTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2383
T00584,instruction,V,WMVXTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2383
T00585,instruction,V,WMVXTYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2383
T00586,instruction,V,WMVXTYPE#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2383
T00587,instruction,V,VMVSX,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_arith_insts.sail:2453
T00588,instruction,V,FVVTYPE,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:16
T00589,instruction,V,FVVMATYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:102
T00590,instruction,V,FVVMATYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:102
T00591,instruction,V,FVVMATYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:102
T00592,instruction,V,FVVMATYPE#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:102
T00593,instruction,V,FVVMATYPE#4,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:102
T00594,instruction,V,FVVMATYPE#5,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:102
T00595,instruction,V,FVVMATYPE#6,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:102
T00596,instruction,V,FVVMATYPE#7,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:102
T00597,instruction,V,FWVVTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:184
T00598,instruction,V,FWVVTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:184
T00599,instruction,V,FWVVTYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:184
T00600,instruction,V,FWVVMATYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:255
T00601,instruction,V,FWVVMATYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:255
T00602,instruction,V,FWVVMATYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:255
T00603,instruction,V,FWVVMATYPE#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:255
T00604,instruction,V,FWVTYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:328
T00605,instruction,V,FWVTYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:328
T00606,instruction,V,VFUNARY0#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:395
T00607,instruction,V,VFUNARY0#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:395
T00608,instruction,V,VFUNARY0#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:395
T00609,instruction,V,VFUNARY0#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:395
T00610,instruction,V,VFUNARY0#4,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:395
T00611,instruction,V,VFUNARY0#5,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:395
T00612,instruction,V,VFWUNARY0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:516
T00613,instruction,V,VFNUNARY0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:650
T00614,instruction,V,VFUNARY1#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:794
T00615,instruction,V,VFUNARY1#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:794
T00616,instruction,V,VFUNARY1#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:794
T00617,instruction,V,VFUNARY1#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:794
T00618,instruction,V,VFMVFS,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:885
T00619,instruction,V,FVFTYPE,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:924
T00620,instruction,V,FVFMATYPE#0,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:1032
T00621,instruction,V,FVFMATYPE#1,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:1032
T00622,instruction,V,FVFMATYPE#2,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:1032
T00623,instruction,V,FVFMATYPE#3,Not directly derivable from Sail,V,architectural state after retire or trap,extensions/V/vext_fp_insts.sail:1032
