name,extension_group,signature,operand_types,enum_operands,forms,encdec_clauses,compressed,config_prerequisites,source
VFUNARY1,V,"(bits(1), vregidx, vfunary1, vregidx)",bits(1);vregidx;vfunary1;vregidx,vfunary1(4),4,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:794
VFMVFS,V,"(vregidx, fregidx)",vregidx;fregidx,,1,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:885
FVFTYPE,V,"(fvffunct6, bits(1), vregidx, fregidx, vregidx)",fvffunct6;bits(1);vregidx;fregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:924
FVFMATYPE,V,"(fvfmafunct6, bits(1), vregidx, fregidx, vregidx)",fvfmafunct6;bits(1);vregidx;fregidx;vregidx,fvfmafunct6(8),8,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:1032
FWVFTYPE,V,"(fwvffunct6, bits(1), vregidx, fregidx, vregidx)",fwvffunct6;bits(1);vregidx;fregidx;vregidx,fwvffunct6(3),3,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:1112
FWVFMATYPE,V,"(fwvfmafunct6, bits(1), fregidx, vregidx, vregidx)",fwvfmafunct6;bits(1);fregidx;vregidx;vregidx,fwvfmafunct6(4),4,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:1181
FWFTYPE,V,"(fwffunct6, bits(1), vregidx, fregidx, vregidx)",fwffunct6;bits(1);vregidx;fregidx;vregidx,fwffunct6(2),2,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:1252
VFMERGE,V,"(vregidx, fregidx, vregidx)",vregidx;fregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:1319
VFMV,V,"(fregidx, vregidx)",fregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:1379
VFMVSF,V,"(fregidx, vregidx)",fregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:1422
RFVVTYPE,V,"(rfvvfunct6, bits(1), vregidx, vregidx, vregidx)",rfvvfunct6;bits(1);vregidx;vregidx;vregidx,rfvvfunct6(4),4,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_red_insts.sail:15
RFWVVTYPE,V,"(rfwvvfunct6, bits(1), vregidx, vregidx, vregidx)",rfwvvfunct6;bits(1);vregidx;vregidx;vregidx,rfwvvfunct6(2),2,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_red_insts.sail:90
FVVMTYPE,V,"(fvvmfunct6, bits(1), vregidx, vregidx, vregidx)",fvvmfunct6;bits(1);vregidx;vregidx;vregidx,fvvmfunct6(4),4,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_vm_insts.sail:16
FVFMTYPE,V,"(fvfmfunct6, bits(1), vregidx, fregidx, vregidx)",fvfmfunct6;bits(1);vregidx;fregidx;vregidx,fvfmfunct6(6),6,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_vm_insts.sail:87
MMTYPE,V,"(mmfunct6, vregidx, vregidx, vregidx)",mmfunct6;vregidx;vregidx;vregidx,mmfunct6(8),8,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_mask_insts.sail:15
VCPOP_M,V,"(bits(1), vregidx, regidx)",bits(1);vregidx;regidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_mask_insts.sail:84
VFIRST_M,V,"(bits(1), vregidx, regidx)",bits(1);vregidx;regidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_mask_insts.sail:112
VMSBF_M,V,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_mask_insts.sail:142
VMSIF_M,V,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_mask_insts.sail:183
VMSOF_M,V,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_mask_insts.sail:224
VIOTA_M,V,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_mask_insts.sail:269
VID_V,V,"(bits(1), vregidx)",bits(1);vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_mask_insts.sail:314
VLSEGTYPE,V,"(nfields, bits(1), regidx, vlewidth, vregidx)",nfields;bits(1);regidx;vlewidth;vregidx,vlewidth(4),4,1,False,(currentlyEnabled(Ext_Zve32x) & vlewidth_pow(width) <= 5),extensions/V/vext_mem_insts.sail:46
VLSEGFFTYPE,V,"(nfields, bits(1), regidx, vlewidth, vregidx)",nfields;bits(1);regidx;vlewidth;vregidx,vlewidth(4),4,1,False,(currentlyEnabled(Ext_Zve32x) & vlewidth_pow(width) <= 5),extensions/V/vext_mem_insts.sail:103
VSSEGTYPE,V,"(nfields, bits(1), regidx, vlewidth, vregidx)",nfields;bits(1);regidx;vlewidth;vregidx,vlewidth(4),4,1,False,(currentlyEnabled(Ext_Zve32x) & vlewidth_pow(width) <= 5),extensions/V/vext_mem_insts.sail:177
VLSSEGTYPE,V,"(nfields, bits(1), regidx, regidx, vlewidth, vregidx)",nfields;bits(1);regidx;regidx;vlewidth;vregidx,vlewidth(4),4,1,False,(currentlyEnabled(Ext_Zve32x) & vlewidth_pow(width) <= 5),extensions/V/vext_mem_insts.sail:234
VSSSEGTYPE,V,"(nfields, bits(1), regidx, regidx, vlewidth, vregidx)",nfields;bits(1);regidx;regidx;vlewidth;vregidx,vlewidth(4),4,1,False,(currentlyEnabled(Ext_Zve32x) & vlewidth_pow(width) <= 5),extensions/V/vext_mem_insts.sail:292
VLXSEGTYPE,V,"(nfields, bits(1), vregidx, regidx, vlewidth, vregidx, indexed_mop)",nfields;bits(1);vregidx;regidx;vlewidth;vregidx;indexed_mop,vlewidth(4);indexed_mop(2),8,1,False,currentlyEnabled(Ext_Zve32x) & vlewidth_pow(width) <= max_index_eew_exp,extensions/V/vext_mem_insts.sail:351
VSXSEGTYPE,V,"(nfields, bits(1), vregidx, regidx, vlewidth, vregidx, indexed_mop)",nfields;bits(1);vregidx;regidx;vlewidth;vregidx;indexed_mop,vlewidth(4);indexed_mop(2),8,1,False,(currentlyEnabled(Ext_Zve32x) & vlewidth_pow(width) <= max_index_eew_exp),extensions/V/vext_mem_insts.sail:419
VLRETYPE,V,"(nfields_pow2, regidx, vlewidth, vregidx)",nfields_pow2;regidx;vlewidth;vregidx,vlewidth(4),4,1,False,(currentlyEnabled(Ext_Zve32x) & vlewidth_pow(width) <= 5),extensions/V/vext_mem_insts.sail:480
VSRETYPE,V,"(nfields_pow2, regidx, vregidx)",nfields_pow2;regidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zve32x),extensions/V/vext_mem_insts.sail:538
VMTYPE,V,"(regidx, vregidx, vmlsop)",regidx;vregidx;vmlsop,vmlsop(2),2,1,False,currentlyEnabled(Ext_Zve32x),extensions/V/vext_mem_insts.sail:599
RIVVTYPE,V,"(rivvfunct6, bits(1), vregidx, vregidx, vregidx)",rivvfunct6;bits(1);vregidx;vregidx;vregidx,rivvfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_red_insts.sail:15
RMVVTYPE,V,"(rmvvfunct6, bits(1), vregidx, vregidx, vregidx)",rmvvfunct6;bits(1);vregidx;vregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_red_insts.sail:84
VVMTYPE,V,"(vvmfunct6, vregidx, vregidx, vregidx)",vvmfunct6;vregidx;vregidx;vregidx,vvmfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:18
VVMCTYPE,V,"(vvmcfunct6, vregidx, vregidx, vregidx)",vvmcfunct6;vregidx;vregidx;vregidx,vvmcfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:81
VVMSTYPE,V,"(vvmsfunct6, vregidx, vregidx, vregidx)",vvmsfunct6;vregidx;vregidx;vregidx,vvmsfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:141
VVCMPTYPE,V,"(vvcmpfunct6, bits(1), vregidx, vregidx, vregidx)",vvcmpfunct6;bits(1);vregidx;vregidx;vregidx,vvcmpfunct6(6),6,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:205
VXMTYPE,V,"(vxmfunct6, vregidx, regidx, vregidx)",vxmfunct6;vregidx;regidx;vregidx,vxmfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:280
VXMCTYPE,V,"(vxmcfunct6, vregidx, regidx, vregidx)",vxmcfunct6;vregidx;regidx;vregidx,vxmcfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:341
VXMSTYPE,V,"(vxmsfunct6, vregidx, regidx, vregidx)",vxmsfunct6;vregidx;regidx;vregidx,vxmsfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:398
VXCMPTYPE,V,"(vxcmpfunct6, bits(1), vregidx, regidx, vregidx)",vxcmpfunct6;bits(1);vregidx;regidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:460
VIMTYPE,V,"(vimfunct6, vregidx, bits(5), vregidx)",vimfunct6;vregidx;bits(5);vregidx,vimfunct6(1),1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:539
VIMCTYPE,V,"(vimcfunct6, vregidx, bits(5), vregidx)",vimcfunct6;vregidx;bits(5);vregidx,vimcfunct6(1),1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:597
VIMSTYPE,V,"(vimsfunct6, vregidx, bits(5), vregidx)",vimsfunct6;vregidx;bits(5);vregidx,vimsfunct6(1),1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:651
VICMPTYPE,V,"(vicmpfunct6, bits(1), vregidx, bits(5), vregidx)",vicmpfunct6;bits(1);vregidx;bits(5);vregidx,vicmpfunct6(6),6,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_vm_insts.sail:710
VSETVLI,V,"(bits(3), bits(1), bits(1), bits(3), bits(3), regidx, regidx)",bits(3);bits(1);bits(1);bits(3);bits(3);regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zve32x),extensions/V/vext_vset_insts.sail:148
VSETVL,V,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zve32x),extensions/V/vext_vset_insts.sail:173
VSETIVLI,V,"(bits(3), bits(1), bits(1), bits(3), bits(3), bits(5), regidx)",bits(3);bits(1);bits(1);bits(3);bits(3);bits(5);regidx,,1,1,False,currentlyEnabled(Ext_Zve32x),extensions/V/vext_vset_insts.sail:199
WRS,Zawrs,(wrsop),wrsop,wrsop(2),2,1,False,currentlyEnabled(Ext_Zawrs),extensions/Zawrs/zawrs_insts.sail:15
BITYPE,Zibi,"(bits(13), bits(5), regidx, biop)",bits(13);bits(5);regidx;biop,biop(2),2,1,False,currentlyEnabled(Ext_Zibi),extensions/Zibi/zibi_insts.sail:14
ZICBOM,Zicbom,"(cbop_zicbom, regidx)",cbop_zicbom;regidx,cbop_zicbom(3),3,1,False,currentlyEnabled(Ext_Zicbom),extensions/Zicbom/zicbom_insts.sail:14
ZICBOP,Zicbop,"(cbop_zicbop, regidx, bits(12))",cbop_zicbop;regidx;bits(12),cbop_zicbop(3),3,1,False,currentlyEnabled(Ext_Zicbop),extensions/Zicbop/zicbop_insts.sail:14
ZICBOZ,Zicboz,(regidx),regidx,,1,1,False,currentlyEnabled(Ext_Zicboz),extensions/Zicboz/zicboz_insts.sail:14
ZICOND_RTYPE,Zicond,"(regidx, regidx, regidx, zicondop)",regidx;regidx;regidx;zicondop,zicondop(2),2,1,False,currentlyEnabled(Ext_Zicond),extensions/Zicond/zicond_insts.sail:11
CSRReg,Zicsr,"(csreg, regidx, regidx, csrop)",csreg;regidx;regidx;csrop,csrop(3),3,1,False,currentlyEnabled(Ext_Zicsr),extensions/Zicsr/zicsr_insts.sail:14
CSRImm,Zicsr,"(csreg, bits(5), regidx, csrop)",csreg;bits(5);regidx;csrop,csrop(3),3,1,False,currentlyEnabled(Ext_Zicsr),extensions/Zicsr/zicsr_insts.sail:15
FENCEI,Zifencei,"(bits(12), regidx, regidx)",bits(12);regidx;regidx,,1,1,False,none stated,extensions/Zifencei/zifencei_insts.sail:16
NTL,Zihintntl,ntl_type,ntl_type,ntl_type(4),4,1,False,currentlyEnabled(Ext_Zihintntl),extensions/Zihintntl/zihintntl_insts.sail:13
C_NTL,Zihintntl,ntl_type,ntl_type,ntl_type(4),4,1,True,currentlyEnabled(Ext_Zihintntl) & currentlyEnabled(Ext_Zca),extensions/Zihintntl/zihintntl_insts.sail:27
PAUSE,Zihintpause,unit,unit,,1,1,False,currentlyEnabled(Ext_Zihintpause),extensions/Zihintpause/zihintpause_insts.sail:11
VABS_V,Zvabd,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvabd),extensions/Zvabd/zvabd_insts.sail:17
ZVABDTYPE,Zvabd,"(zvabd_vabd_func6, bits(1), vregidx, vregidx, vregidx)",zvabd_vabd_func6;bits(1);vregidx;vregidx;vregidx,zvabd_vabd_func6(2),2,1,False,currentlyEnabled(Ext_Zvabd) & valid_zvabd_sew(get_sew()),extensions/Zvabd/zvabd_insts.sail:58
ZVWABDATYPE,Zvabd,"(zvabd_vwabda_func6, bits(1), vregidx, vregidx, vregidx)",zvabd_vwabda_func6;bits(1);vregidx;vregidx;vregidx,zvabd_vwabda_func6(2),2,1,False,currentlyEnabled(Ext_Zvabd) & valid_zvabd_sew(get_sew()),extensions/Zvabd/zvabd_insts.sail:114
FCVT_BF16_S,bfloat16,"(fregidx, rounding_mode, fregidx)",fregidx;rounding_mode;fregidx,rounding_mode(6),6,1,False,currentlyEnabled(Ext_Zfbfmin),extensions/bfloat16/zfbfmin_insts.sail:13
FCVT_S_BF16,bfloat16,"(fregidx, rounding_mode, fregidx)",fregidx;rounding_mode;fregidx,rounding_mode(6),6,1,False,currentlyEnabled(Ext_Zfbfmin),extensions/bfloat16/zfbfmin_insts.sail:38
VFNCVTBF16_F_F_W,bfloat16,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvfbfmin) & get_sew() == 16,extensions/bfloat16/zvfbfmin_insts.sail:11
VFWCVTBF16_F_F_V,bfloat16,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvfbfmin) & get_sew() == 16,extensions/bfloat16/zvfbfmin_insts.sail:63
VFWMACCBF16_VV,bfloat16,"(bits(1), vregidx, vregidx, vregidx)",bits(1);vregidx;vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvfbfwma) & get_sew() == 16,extensions/bfloat16/zvfbfwma_insts.sail:11
VFWMACCBF16_VF,bfloat16,"(bits(1), vregidx, fregidx, vregidx)",bits(1);vregidx;fregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvfbfwma) & get_sew() == 16,extensions/bfloat16/zvfbfwma_insts.sail:64
LPAD,cfi,(landing_pad_label),landing_pad_label,,1,1,False,currentlyEnabled(Ext_Zicfilp),extensions/cfi/zicfilp_insts.sail:12
SSPUSH,cfi,regidx,regidx,,1,1,False,(rs2 == ra | rs2 == t0) & currentlyEnabled(Ext_Zicfiss) & zicfiss_xSSE(cur_privilege),extensions/cfi/zicfiss_insts.sail:14
C_SSPUSH,cfi,unit,unit,,1,1,True,currentlyEnabled(Ext_Zicfiss) & currentlyEnabled(Ext_Zcmop) & zicfiss_xSSE(cur_privilege),extensions/cfi/zicfiss_insts.sail:55
SSPOPCHK,cfi,regidx,regidx,,1,1,False,(rs1 == ra | rs1 == t0) & currentlyEnabled(Ext_Zicfiss) & zicfiss_xSSE(cur_privilege),extensions/cfi/zicfiss_insts.sail:70
C_SSPOPCHK,cfi,unit,unit,,1,1,True,currentlyEnabled(Ext_Zicfiss) & currentlyEnabled(Ext_Zcmop) & zicfiss_xSSE(cur_privilege),extensions/cfi/zicfiss_insts.sail:109
SSRDP,cfi,regidx,regidx,,1,1,False,currentlyEnabled(Ext_Zicfiss) & zicfiss_xSSE(cur_privilege),extensions/cfi/zicfiss_insts.sail:123
SSAMOSWAP,cfi,"(bool, bool, regidx, regidx, word_width, regidx)",bool;bool;regidx;regidx;word_width;regidx,,1,1,False,(width == 4 | (xlen == 64 & width == 8)) & currentlyEnabled(Ext_Zicfiss),extensions/cfi/zicfiss_insts.sail:143
STOP_FETCHING,rmem,unit,unit,,1,1,False,none stated,extensions/rmem/insts_rmem.sail:14
THREAD_START,rmem,unit,unit,,1,1,False,none stated,extensions/rmem/insts_rmem.sail:24
VANDN_VV,vector_crypto,"(bits(1), vregidx, vregidx, vregidx)",bits(1);vregidx;vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvkb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:12
VANDN_VX,vector_crypto,"(bits(1), vregidx, regidx, vregidx)",bits(1);vregidx;regidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvkb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:56
VBREV_V,vector_crypto,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvbb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:98
VBREV8_V,vector_crypto,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvkb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:143
VREV8_V,vector_crypto,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvkb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:185
VCLZ_V,vector_crypto,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvbb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:227
VCTZ_V,vector_crypto,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvbb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:270
VCPOP_V,vector_crypto,"(bits(1), vregidx, vregidx)",bits(1);vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvbb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:313
VROL_VV,vector_crypto,"(bits(1), vregidx, vregidx, vregidx)",bits(1);vregidx;vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvkb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:359
VROL_VX,vector_crypto,"(bits(1), vregidx, regidx, vregidx)",bits(1);vregidx;regidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvkb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:404
VROR_VV,vector_crypto,"(bits(1), vregidx, vregidx, vregidx)",bits(1);vregidx;vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvkb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:447
VROR_VX,vector_crypto,"(bits(1), vregidx, regidx, vregidx)",bits(1);vregidx;regidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvkb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:492
VROR_VI,vector_crypto,"(bits(1), vregidx, bits(6), vregidx)",bits(1);vregidx;bits(6);vregidx,,1,1,False,currentlyEnabled(Ext_Zvkb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:535
VWSLL_VV,vector_crypto,"(bits(1), vregidx, vregidx, vregidx)",bits(1);vregidx;vregidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvbb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:578
VWSLL_VX,vector_crypto,"(bits(1), vregidx, regidx, vregidx)",bits(1);vregidx;regidx;vregidx,,1,1,False,currentlyEnabled(Ext_Zvbb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:631
VWSLL_VI,vector_crypto,"(bits(1), vregidx, bits(5), vregidx)",bits(1);vregidx;bits(5);vregidx,,1,1,False,currentlyEnabled(Ext_Zvbb) & (get_sew() <= 32 | (get_sew() == 64 & currentlyEnabled(Ext_Zve64x))),extensions/vector_crypto/zvbb_insts.sail:681
